Bezeichnung;Value for threshold delta;principles_fulfilled
CATEGORIZER mit Epsilon=0.00010;0.01810;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01820;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01830;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01840;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01850;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01860;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01870;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01880;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01890;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01900;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01910;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01920;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01930;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01940;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01950;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01960;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01970;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01980;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.01990;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02000;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02010;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02020;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02030;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02040;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02050;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02060;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02070;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02080;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02090;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02100;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02110;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02120;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02130;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02140;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02150;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02160;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02170;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02180;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02190;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02200;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02210;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02220;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02230;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02240;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02250;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02260;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02270;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02280;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02290;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02300;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02310;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02320;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02330;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02340;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02350;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02360;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02370;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02380;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02390;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02400;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02410;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02420;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02430;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02440;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02450;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02460;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02470;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02480;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02490;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02500;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02510;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02520;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02530;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02540;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02550;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02560;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02570;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02580;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02590;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02600;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02610;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02620;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02630;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02640;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02650;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02660;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02670;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02680;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02690;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02700;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02710;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02720;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02730;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02740;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02750;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02760;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02770;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02780;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02790;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02800;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02810;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02820;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02830;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02840;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02850;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02860;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02870;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02880;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02890;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02900;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02910;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02920;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02930;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02940;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02950;{I-Maximality / CF-Reinstatement / Reduct Admissibility / Modularization}
CATEGORIZER mit Epsilon=0.00010;0.02960;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.02970;{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement}
